بشیکتاش,Beşiktaş
تماشایی,Seyranlık
کاراتای,Karatay
پر فکر,Aydın
شیب,Bandırma
تقسیم شده,Bolu
44100,44100
موگلا,Muğla
تقسیم شده,Bolu
رعد و برق,Yıldırım
دیاربکر,Diyarbakır
چاناکاله,Çanakkale
دنیزلی,Denizli
کورم,Çorum
دوزچه,Düzce
27400,27400
22030,22030
نوزاد تازه متولد شده,Yeni Doğan
اسکی شهیر,Eskişehir
مه آلود,Şişli
تماشایی,Seyranlık
قونیه,Konya
پر فکر,Aydın
600 خانه,600 Evler
آتاکم,Atakum
جاده ابریشم,İpekyolu
آکیارلار,Akyarlar
تقسیم شده,Bolu
جملیک,Gemlik
حوزه رسانه,Medya Mahallesi
17100,17100
دنیزلی,Denizli
کورم,Çorum
شلغم,Turaplar
Sehitkamil,Şehitkamil
ادیرنه,Edirne
44100,44100
تپه باشی,Tepebaşı
اسنیورت,Esenyurt
کنیالتی,Konyaalti
قونیه,Konya
پر فکر,Aydın
600 خانه,600 Evler
تقسیم شده,Bolu
یلدیزلیک,Yemişlik
زیر زمین,Bodrum
تقسیم شده,Bolu
بورسا,Bursa
منطقه خانه های سالمندان,Huzurevleri Mahallesi
چاناکاله,Çanakkale
منطقه استقلال,İstiklal Mahallesi
کورم,Çorum
چوب کاشی,Kiremitocağı
Sehitkamil,Şehitkamil
ادیرنه,Edirne
جاده ابریشم,İpekyolu
تپه باشی,Tepebaşı
سید عمر,Seyyid Ömer
آلانیا,Alanya
ادعا,Meram
پر فکر,Aydın
منطقه Bahcelievler,Bahçelievler Mahallesi
کورم,Çorum
یشیلیورت,Yeşilyurt
زیر زمین,Bodrum
تقسیم شده,Bolu
رعد و برق,Yıldırım
ناحیه اسکندرپاشا,İskenderpaşa Mahallesi
چاناکاله,Çanakkale
دنیزلی,Denizli
اورتاکوی,Ortaköy
دوزچه,Düzce
غازیانتپ,Gaziantep
ادیرنه,Edirne
یشیلیورت,Yeşilyurt
اسکی شهیر,Eskişehir
34126,34126
آلانیا,Alanya
ناحیه حسین الدین سلبی,Hüsamettin Çelebi Mahallesi
نازیلی,Nazilli
41080,41080
منطقه پیروزی,Zafer Mahallesi
الازیگ,Elazığ
موگلا,Muğla
تقسیم شده,Bolu
بورسا,Bursa
کایاپینار,Kayapınar
چاناکاله,Çanakkale
دنیزلی,Denizli
کورم,Çorum
دوزچه,Düzce
Sehitkamil,Şehitkamil
ادیرنه,Edirne
یشیلیورت,Yeşilyurt
اسکی شهیر,Eskişehir
پینارتپه,Pınartepe
آکشهیر,Akşehir
پر فکر,Aydın
شیب,Bandırma
اورتاکوی,Ortaköy
یشیلیورت,Yeşilyurt
فتحیه,Fethiye
تقسیم شده,Bolu
مودانیا,Mudanya
کایاپینار,Kayapınar
کپز,Kepez
دنیزلی,Denizli
کورم,Çorum
تقسیم شده,Bolu
غازیانتپ,Gaziantep
ادیرنه,Edirne
یشیلیورت,Yeşilyurt
اسکی شهیر,Eskişehir
زیتین برنو,Zeytinburnu
محله حمیدیه,Hamidiye Mahallesi
پر فکر,Aydın
ادرمیت,Edremit
آتاکم,Atakum
یشیلیورت,Yeşilyurt
مارماریس,Marmaris
تقسیم شده,Bolu
نیلوفر آبی,Nilüfer
کایاپینار,Kayapınar
چاناکاله,Çanakkale
دنیزلی,Denizli
کورم,Çorum
آتاکم,Atakum
Sehitkamil,Şehitkamil
ادیرنه,Edirne
یشیلیورت,Yeşilyurt
اسکی شهیر,Eskişehir
محله حمیدیه,Hamidiye Mahallesi
پر فکر,Aydın
شیب,Bandırma
دوزچه,Düzce
یشیلیورت,Yeşilyurt
مارماریس,Marmaris
آتاکم,Atakum
Karacabey,Karacabey
ناحیه اسکندرپاشا,İskenderpaşa Mahallesi
چاناکاله,Çanakkale
دنیزلی,Denizli
کورم,Çorum
تقسیم شده,Bolu
غازیانتپ,Gaziantep
ادیرنه,Edirne
بوستانباشی,Bostanbaşı
تپه باشی,Tepebaşı
پر فکر,Aydın
شیب,Bandırma
آتاکم,Atakum
بوستانباشی,Bostanbaşı
موگلا,Muğla
کورم,Çorum
حوکاعلی زاده,Hocaalizade
کایاپینار,Kayapınar
کپز,Kepez
ناحیه کوسپینار,Kuşpınar Mahallesi
اورتاکوی,Ortaköy
کورم,Çorum
غازیانتپ,Gaziantep
ادیرنه,Edirne
یشیلیورت,Yeşilyurt
اسکی شهیر,Eskişehir
کوش آداسی,Kuşadası
منطقه گازیوسمانپاشا,Gaziosmanpaşa Mahallesi
آتاکم,Atakum
الازیگ,Elazığ
موگلا,Muğla
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ولسوالی باگچیلار,Bağcılar Mahallesi
چاناکاله,Çanakkale
دنیزلی,Denizli
تقسیم شده,Bolu
منطقه پیروزی,Zafer Mahallesi
غازیانتپ,Gaziantep
ادیرنه,Edirne
ادرمیت,Edremit
اسکی شهیر,Eskişehir
کوش آداسی,Kuşadası
41000,41000
ارتش,Ordu
یشیلیورت,Yeşilyurt
موگلا,Muğla
دوزچه,Düzce
نیلوفر آبی,Nilüfer
منطقه خانه های سالمندان,Huzurevleri Mahallesi
ناحیه علیبی,Alaybey Mahallesi
مدیر مرکز,Merkezefendi
آتاکم,Atakum
اورتاکوی,Ortaköy
Sehitkamil,Şehitkamil
ادیرنه,Edirne
مالاتیا,Malatya
تپه باشی,Tepebaşı
پر فکر,Aydın
ادرمیت,Edremit
زونگولدک,Zonguldak
الازیگ,Elazığ
اورتاکا,Ortaca
منطقه پیروزی,Zafer Mahallesi
نیلوفر آبی,Nilüfer
کایاپینار,Kayapınar
پیشنهادات,Önerler
دنیزلی,Denizli
تقسیم شده,Bolu
آتاکم,Atakum
ناحیه کاراتاس,Karataş Mahallesi
ادیرنه,Edirne
یشیلیورت,Yeşilyurt
تپه باشی,Tepebaşı
کوش آداسی,Kuşadası
حیدر گروهبان,Haydar Çavuş
آتاکم,Atakum
ادرمیت,Edremit
موگلا,Muğla
اورتاکوی,Ortaköy
نیلوفر آبی,Nilüfer
کادیکوی,Kadıköy
مدیر مرکز,Merkezefendi
آتاکم,Atakum
آتاکم,Atakum
غازیانتپ,Gaziantep
ادیرنه,Edirne
اسکی شهیر,Eskişehir
کوش آداسی,Kuşadası
آیوالیک,Ayvalık
تقسیم شده,Bolu
مالاتیا,Malatya
موگلا,Muğla
آتاکم,Atakum
دوگانبی,Doğanbey
بشیکتاش,Beşiktaş
مدیر مرکز,Merkezefendi
منطقه پیروزی,Zafer Mahallesi
آتاکم,Atakum
Sehitkamil,Şehitkamil
ادیرنه,Edirne
تپه باشی,Tepebaşı
کوش آداسی,Kuşadası
آیوالیک,Ayvalık
آتاکم,Atakum
یشیلیورت,Yeşilyurt
موگلا,Muğla
آتاکم,Atakum
نیلوفر آبی,Nilüfer
گازیوسمانپاشا,Gaziosmanpaşa
منطقه Mehmetcik,Mehmetçik Mahallesi
زونگولدک,Zonguldak
آتاکم,Atakum
Sehitkamil,Şehitkamil
ادیرنه,Edirne
تپه باشی,Tepebaşı
پر فکر,Aydın
بالیکسیر,Balıkesir
تقسیم شده,Bolu
موگلا,Muğla
آتاکم,Atakum
رعد و برق,Yıldırım
22030,22030
مدیر مرکز,Merkezefendi
دوزچه,Düzce
ارتش,Ordu
محله ساریگلوک,Sarıgüllük Mahallesi
ادیرنه,Edirne
تپه باشی,Tepebaşı
کوش آداسی,Kuşadası
شیب,Bandırma
مرزیفون,Merzifon
48400,48400
آتاکم,Atakum
مودانیا,Mudanya
ادیرنه,Edirne
مدیر مرکز,Merkezefendi
آتاکم,Atakum
زونگولدک,Zonguldak
منطقه کوناک,Konak Mahallesi
ادیرنه,Edirne
اسکی شهیر,Eskişehir
دالاما,Dalama
ادرمیت,Edremit
مهمت آکیف,Mehmet Akif
تورگوتریس,Turgutreis
ارتش,Ordu
آلکاهیرکا,Alacahırka
بشیکتاش,Beşiktaş
دنیزلی,Denizli
آتاکم,Atakum
تقسیم شده,Bolu
محله صحن تپه,Şahintepe Mahallesi
ادیرنه,Edirne
تپه باشی,Tepebaşı
کوش آداسی,Kuşadası
آیوالیک,Ayvalık
آتاکم,Atakum
موگلا,Muğla
زونگولدک,Zonguldak
رعد و برق,Yıldırım
مه آلود,Şişli
مدیر مرکز,Merkezefendi
آتاکم,Atakum
آتاکم,Atakum
Sehitkamil,Şehitkamil
ادیرنه,Edirne
تپه باشی,Tepebaşı
دیدیم,Didim
آیوالیک,Ayvalık
فوزی چاکمک,Fevzi Çakmak
زیر زمین,Bodrum
مهمت آکیف,Mehmet Akif
نیلوفر آبی,Nilüfer
اسنیورت,Esenyurt
منطقه کاراحسنلی,Karahasanlı Mahallesi
ارتش,Ordu
تقسیم شده,Bolu
منطقه بلبل زاده,Bülbülzade Mahallesi
ادیرنه,Edirne
پر فکر,Aydın
شیب,Bandırma
زیر زمین,Bodrum
آتاکم,Atakum
نیلوفر آبی,Nilüfer
سید عمر,Seyyid Ömer
محله زیتینکوی,Zeytinköy Mahallesi
تقسیم شده,Bolu
مهمت آکیف,Mehmet Akif
ادیرنه,Edirne
دیدیم,Didim
منطقه Bahcelievler,Bahçelievler Mahallesi
آکیارلار,Akyarlar
فوزی چاکمک,Fevzi Çakmak
Sehreküstü,Şehreküstü
34126,34126
منطقه Mehmetcik,Mehmetçik Mahallesi
آتاکم,Atakum
مرزیفون,Merzifon
کوش آداسی,Kuşadası
شیب,Bandırma
زیر زمین,Bodrum
تقسیم شده,Bolu
آتاکم,Atakum
گوزلکاملی,Güzelçamlı
شیب,Bandırma
تورگوتریس,Turgutreis
زیر زمین,Bodrum
تپه ی سرخ,Kızıltepe
میدیات,Midyat
باز کن,Açık
قونیه,Konya
دنیزلی,Denizli
مورد سبز,Mersin
آتاکم,Atakum
ملخ,Çekirge
ادیرنه,Edirne
مصطفی کمال پاشا,Mustafa Kemalpaşa
باز کن,Açık
قونیه,Konya
دنیزلی,Denizli
مورد سبز,Mersin
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
منطقه جزیره,Ada Mahallesi
باز کن,Açık
غازیانتپ,Gaziantep
سوروچ,Suruç
محله Ece,Ece Mahallesi
ناحیه کورتولوس,Kurtuluş Mahallesi
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
ادعا,Meram
دنیزلی,Denizli
شهر جدید,Yenişehir
آتاکم,Atakum
Alacamescit,Alacamescit
ادیرنه,Edirne
آتاکم,Atakum
کوچوککیزلحصار,Küçükkızılhisar
غازیانتپ,Gaziantep
کاراکوپرو,Karaköprü
توزلوگل,Tuzlugöl
ناحیه کورتولوس,Kurtuluş Mahallesi
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
قونیه,Konya
دنیزلی,Denizli
مزیتلی,Mezitli
آتاکم,Atakum
رعد و برق,Yıldırım
ادیرنه,Edirne
فوزی چاکمک,Fevzi Çakmak
تورگوت اوزال,Turgut Özal
Sehitkamil,Şehitkamil
قونیه,Konya
ناحیه یایلا,Yayla Mahallesi
پر فکر,Aydın
ادرمیت,Edremit
یونس امره,Yunusemre
منطقه Aşağı Kayabaşi,Aşağı Kayabaşı Mahallesi
Gülağzı,Gülağzı
کاراکوپرو,Karaköprü
ناحیه شیخ شمیل,Şeyh Şamil Mahallesi
ناحیه کورتولوس,Kurtuluş Mahallesi
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
هالکاپینار,Halkapınar
دنیزلی,Denizli
منطقه Kiremithane,Kiremithane Mahallesi
منطقه Yenimahalle,Yenimahalle Mahallesi
جملیک,Gemlik
22030,22030
تقسیم شده,Bolu
غازیانتپ,Gaziantep
Sehitkamil,Şehitkamil
قونیه,Konya
پرچم گذاری شده است,Bayraklı
پر فکر,Aydın
شیب,Bandırma
یونس امره,Yunusemre
اولوکیسلا,Ulukisla
موگلا,Muğla
سانلیورفا,Şanlıurfa
منطقه Danişmentgazi,Danişmentgazi Mahallesi
عثمانیه,Osmaniye
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
کاراتای,Karatay
منطقه استقلال,İstiklal Mahallesi
مورد سبز,Mersin
آتاکم,Atakum
بورسا,Bursa
ادیرنه,Edirne
دوزچه,Düzce
غازیانتپ,Gaziantep
Sehitkamil,Şehitkamil
قونیه,Konya
بورنوا,Bornova
پر فکر,Aydın
600 خانه,600 Evler
یونس امره,Yunusemre
منطقه کوملوکا,Kumluca Mahallesi
کیسه,Torba
ناحیه ارطغرل غازی,Ertuğrul Gazi Mahallesi
محله سولباسی,Sularbaşı Mahallesi
ناحیه کورتولوس,Kurtuluş Mahallesi
ارتش,Ordu
مالاتیا,Malatya
قونیه,Konya
دنیزلی,Denizli
مورد سبز,Mersin
آتاکم,Atakum
رعد و برق,Yıldırım
ادیرنه,Edirne
منطقه دریای سیاه,Karadeniz Mahallesi
محله آکنت,Akkent Mahallesi
27400,27400
ادعا,Meram
کوش آداسی,Kuşadası
پر فکر,Aydın
600 خانه,600 Evler
مانیسا,Manisa
منطقه بهداشت,Sağlık Mahallesi
زیر زمین,Bodrum
سانلیورفا,Şanlıurfa
ناحیه کارسیاکا,Karşıyaka Mahallesi
ناحیه کورتولوس,Kurtuluş Mahallesi
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
کاراتای,Karatay
دنیزلی,Denizli
مورد سبز,Mersin
آتاکم,Atakum
بورسا,Bursa
ادیرنه,Edirne
کورم,Çorum
Sehitkamil,Şehitkamil
Sehitkamil,Şehitkamil
ولسوالی یازیر,Yazır Mahallesi
کوش آداسی,Kuşadası
پر فکر,Aydın
منطقه Bahcelievler,Bahçelievler Mahallesi
یونس امره,Yunusemre
محله Mehmetcik,Mehmetcik Mahallesi
موگلا,Muğla
ناحیه ارطغرل غازی,Ertuğrul Gazi Mahallesi
محله Yesilyurt,Yeşilyurt Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
قونیه,Konya
دنیزلی,Denizli
مورد سبز,Mersin
آتاکم,Atakum
مودانیا,Mudanya
ادیرنه,Edirne
کورم,Çorum
Sehitkamil,Şehitkamil
Sehitkamil,Şehitkamil
کاراتای,Karatay
محله کاگلایان,Çağlayan Mahallesi
نازیلی,Nazilli
41080,41080
لورشپرد,Aşağıçobanisa
منطقه بهداشت,Sağlık Mahallesi
مارماریس,Marmaris
ناحیه یشیلدیرک,Yeşildirek Mahallesi
ناحیه کارسیاکا,Karşıyaka Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
قونیه,Konya
دنیزلی,Denizli
مورد سبز,Mersin
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
آتاکم,Atakum
غازیانتپ,Gaziantep
غازیانتپ,Gaziantep
کاراتای,Karatay
لورشپرد,Aşağıçobanisa
پر فکر,Aydın
شیب,Bandırma
مانیسا,Manisa
منطقه بهداشت,Sağlık Mahallesi
زیر زمین,Bodrum
سانلیورفا,Şanlıurfa
ناحیه سیران تپه,Seyrantepe Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
ولسوالی یازیر,Yazır Mahallesi
دنیزلی,Denizli
منطقه Kiremithane,Kiremithane Mahallesi
منطقه کاراسامسون,Karasamsun Mahallesi
Karacabey,Karacabey
ادیرنه,Edirne
باریک تر,Darıcı
غازیانتپ,Gaziantep
Sehitkamil,Şehitkamil
قونیه,Konya
پر فکر,Aydın
پر فکر,Aydın
ادرمیت,Edremit
مانیسا,Manisa
آنکارا,Ankara
موگلا,Muğla
محله ینی شهیر,Yenişehir Mahallesi
ناحیه معمارسینان,MimarSinan Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
قونیه,Konya
ناحیه کوسپینار,Kuşpınar Mahallesi
مورد سبز,Mersin
آتاکم,Atakum
حوکاعلی زاده,Hocaalizade
ادیرنه,Edirne
کوچیازی,Koçyazı
غازیانتپ,Gaziantep
غازیانتپ,Gaziantep
قونیه,Konya
گومولدور,Gümüldür
پر فکر,Aydın
شیب,Bandırma
صالحی,Salihli
آنکارا,Ankara
مارماریس,Marmaris
با مهمانان,Konuklu
محله Yesilyurt,Yeşilyurt Mahallesi
ناحیه نصرتیه,Nusratiye Mahallesi
ارتش,Ordu
مالاتیا,Malatya
ادعا,Meram
دنیزلی,Denizli
مورد سبز,Mersin
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
منطقه Yenimahalle,Yenimahalle Mahallesi
کاراکوپرو,Karaköprü
Sehitkamil,Şehitkamil
قونیه,Konya
سفریحصار,Seferihisar
پر فکر,Aydın
شیب,Bandırma
تورگوتلو,Turgutlu
ماماک,Mamak
آکیارلار,Akyarlar
با مهمانان,Konuklu
منطقه مهمت آکیف ارسوی,Mehmet Akif Ersoy Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
یشیلیورت,Yeşilyurt
کاراتای,Karatay
مدیر مرکز,Merkezefendi
مزیتلی,Mezitli
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
دوزچه,Düzce
گزارش,Kilis
غازیانتپ,Gaziantep
ارگلی,Ereğli
گومولدور,Gümüldür
کوش آداسی,Kuşadası
منطقه گازیوسمانپاشا,Gaziosmanpaşa Mahallesi
یونس امره,Yunusemre
آنکارا,Ankara
کویچگیز,Köyceğiz
محله ینی شهیر,Yenişehir Mahallesi
ناحیه گلتپه,Gültepe Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
یشیلیورت,Yeşilyurt
ادعا,Meram
دنیزلی,Denizli
شهر جدید,Yenişehir
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
فوزی چاکمک,Fevzi Çakmak
غازیانتپ,Gaziantep
غازیانتپ,Gaziantep
قونیه,Konya
کوش آداسی,Kuşadası
کوش آداسی,Kuşadası
41000,41000
یونس امره,Yunusemre
منطقه Yenidogan,Yenidoğan Mahallesi
زیر زمین,Bodrum
سانلیورفا,Şanlıurfa
بخش اورهنگازی,Orhangazi Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
یشیلیورت,Yeşilyurt
ادعا,Meram
مدیر مرکز,Merkezefendi
مزیتلی,Mezitli
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
آلپاگوت,Alpağut
Sehitkamil,Şehitkamil
غازیانتپ,Gaziantep
قونیه,Konya
یونس امره,Yunusemre
پر فکر,Aydın
ادرمیت,Edremit
یونس امره,Yunusemre
میهن,Vatan
زیر زمین,Bodrum
کاراکوپرو,Karaköprü
ناحیه کارسیاکا,Karşıyaka Mahallesi
آلانیا,Alanya
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
محله کوزوو,Kosova Mahallesi
مدیر مرکز,Merkezefendi
کارگی پیناری,Kargıpınarı
منطقه Bahcelievler,Bahçelievler Mahallesi
دوگانبی,Doğanbey
ادیرنه,Edirne
آتاکم,Atakum
غازیانتپ,Gaziantep
Sehitkamil,Şehitkamil
قونیه,Konya
Çukuraltı,Çukuraltı
کوش آداسی,Kuşadası
حیدر گروهبان,Haydar Çavuş
تورگوتلو,Turgutlu
کیسیورن,Keçiören
کیسه,Torba
کاراکوپرو,Karaköprü
ناحیه سیران تپه,Seyrantepe Mahallesi
کوکورووا,Çukurova
مهمت آکیف,Mehmet Akif
یشیلیورت,Yeşilyurt
کاراتای,Karatay
منطقه Mehmetcik,Mehmetçik Mahallesi
مورد سبز,Mersin
آتاکم,Atakum
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
مهمت آکیف,Mehmet Akif
Sehitkamil,Şehitkamil
ناحیه کاراتاس,Karataş Mahallesi
کاراتای,Karatay
گومولدور,Gümüldür
کوش آداسی,Kuşadası
آیوالیک,Ayvalık
تورگوتلو,Turgutlu
کیسیورن,Keçiören
زیر زمین,Bodrum
محله ینی شهیر,Yenişehir Mahallesi
ناحیه سیران تپه,Seyrantepe Mahallesi
مورد سبز,Mersin
فتسا,Fatsa
مالاتیا,Malatya
قونیه,Konya
مدیر مرکز,Merkezefendi
شهر جدید,Yenişehir
آتاکم,Atakum
رعد و برق,Yıldırım
ادیرنه,Edirne
کورم,Çorum
سانلیورفا,Şanlıurfa
غازیانتپ,Gaziantep
کاراتای,Karatay
سفریحصار,Seferihisar
کوش آداسی,Kuşadası
آیوالیک,Ayvalık
تورگوتلو,Turgutlu
تپه باشی,Tepebaşı
زیر زمین,Bodrum
سانلیورفا,Şanlıurfa
ناحیه مولانا,Mevlana Mahallesi
مورد سبز,Mersin
مهمت آکیف,Mehmet Akif
مالاتیا,Malatya
قونیه,Konya
مدیر مرکز,Merkezefendi
شهر جدید,Yenişehir
آتاکم,Atakum
مودانیا,Mudanya
ادیرنه,Edirne
آتاکم,Atakum
تینازدره,Tınazdere
Sehitkamil,Şehitkamil
ناحیه کیلینکارسلان,Kılınçarslan Mahallesi
گومولدور,Gümüldür
پر فکر,Aydın
بالیکسیر,Balıkesir
ناحیه آنافارتالار,Anafartalar Mahallesi
کیسیورن,Keçiören
اورتاکا,Ortaca
ناحیه ارطغرل غازی,Ertuğrul Gazi Mahallesi
محله ینی شهیر,Yenişehir Mahallesi
دربان,Odabaşı
مهمت آکیف,Mehmet Akif
بوستانباشی,Bostanbaşı
ادعا,Meram
دنیزلی,Denizli
شهر جدید,Yenişehir
آتاکم,Atakum
آلکاهیرکا,Alacahırka
ادیرنه,Edirne
کوچیازی,Koçyazı
تورگوت اوزال,Turgut Özal
Sehitkamil,Şehitkamil
کاراتای,Karatay
خدمتگزار,Uşak
کوش آداسی,Kuşadası
شیب,Bandırma
تورگوتلو,Turgutlu
محله صحن تپه,Şahintepe Mahallesi
مارماریس,Marmaris
محله ینی شهیر,Yenişehir Mahallesi
ناحیه سیران تپه,Seyrantepe Mahallesi
کپز,Kepez
مهمت آکیف,Mehmet Akif
یشیلیورت,Yeşilyurt
ناحیه حسین الدین سلبی,Hüsamettin Çelebi Mahallesi
مدیر مرکز,Merkezefendi
تاسوکو,Taşucu
آتاکم,Atakum
رعد و برق,Yıldırım
ادیرنه,Edirne
کورم,Çorum
Sehitkamil,Şehitkamil
محله ساریگلوک,Sarıgüllük Mahallesi
قونیه,Konya
ازمیر,İzmir
دالاما,Dalama
ادرمیت,Edremit
آخیسار,Akhisar
آلتینداگ,Altındağ
اماکن اسلامی,İslamhaneleri
ایوبیه,Eyyübiye
ناحیه یونسمره,Yunusemre Mahallesi
کوکورووا,Çukurova
مهمت آکیف,Mehmet Akif
یشیلیورت,Yeşilyurt
آکشهیر,Akşehir
منطقه کاراحسنلی,Karahasanlı Mahallesi
مورد سبز,Mersin
حوضه,Havza
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
منطقه کوناک,Konak Mahallesi
قونیه,Konya
Çukuraltı,Çukuraltı
کوش آداسی,Kuşadası
آیوالیک,Ayvalık
تورگوتلو,Turgutlu
آنکارا,Ankara
مارماریس,Marmaris
کاراکوپرو,Karaköprü
ناحیه کارسیاکا,Karşıyaka Mahallesi
اسکندرون,İskenderun
ارتش,Ordu
یشیلیورت,Yeşilyurt
محله حمیدیه,Hamidiye Mahallesi
محله زیتینکوی,Zeytinköy Mahallesi
مورد سبز,Mersin
مرکز تفلان,Taflan Merkez
نیلوفر آبی,Nilüfer
ادیرنه,Edirne
محله صحن تپه,Şahintepe Mahallesi
قونیه,Konya
آبنما,Çesme
دیدیم,Didim
آیوالیک,Ayvalık
تورگوتلو,Turgutlu
ملیکگزی,Melikgazi
مارماریس,Marmaris
کاراکوپرو,Karaköprü
ناحیه گلتپه,Gültepe Mahallesi
مورد سبز,Mersin
ارتش,Ordu
یشیلیورت,Yeşilyurt
محله حمیدیه,Hamidiye Mahallesi
منطقه Mehmetcik,Mehmetçik Mahallesi
مزیتلی,Mezitli
آتاکم,Atakum
Sehreküstü,Şehreküstü
ادیرنه,Edirne
Sehitkamil,Şehitkamil
کاراتای,Karatay
پر فکر,Aydın
شیب,Bandırma
تورگوتلو,Turgutlu
آنکارا,Ankara
شروع کنید,Patlangıç
ایوبیه,Eyyübiye
ناحیه یگیتلر,Yiğitler Mahallesi
مورد سبز,Mersin
ارتش,Ordu
یشیلیورت,Yeşilyurt
منطقه بلبل زاده,Bülbülzade Mahallesi
منطقه پارسانا,Parsana Mahallesi
دیدیم,Didim
منطقه Bahcelievler,Bahçelievler Mahallesi
تورگوتلو,Turgutlu
ملیکگزی,Melikgazi
اورتاکا,Ortaca
ناحیه ارطغرل غازی,Ertuğrul Gazi Mahallesi
محله Yesilyurt,Yeşilyurt Mahallesi
کوکورووا,Çukurova
ارتش,Ordu
مالاتیا,Malatya
قونیه,Konya
کوش آداسی,Kuşadası
شیب,Bandırma
تورگوتلو,Turgutlu
سین کیانگ,Sincan
زیر زمین,Bodrum
قونیه,Konya
گوزلکاملی,Güzelçamlı
شیب,Bandırma
صالحی,Salihli
گلباسی,Gölbaşı
زیر زمین,Bodrum
آتاکم,Atakum
آتاکم,Atakum
معمار سینان,Mimar Sinan
آتاکم,Atakum
معمار سینان,Mimar Sinan
مورد سبز,Mersin
75.سال منطقه,75.Yıl Mahallesi
فوزی چاکمک,Fevzi Çakmak
Cobancesme,Çobançeşme
دربان,Odabaşı
آتاکم,Atakum
معمار سینان,Mimar Sinan
مورد سبز,Mersin
100. سال منطقه,100.Yıl Mahallesi
فوزی چاکمک,Fevzi Çakmak
کاگیتان,Kağıthane
اسکندرون,İskenderun
منطقه Yenimahalle,Yenimahalle Mahallesi
تپه باشی,Tepebaşı
کوچوککیزلحصار,Küçükkızılhisar
Gülağzı,Gülağzı
اسپارتا,Isparta
تربالی,Torbalı
سوروچ,Suruç
محله Ece,Ece Mahallesi
مهمت آکیف,Mehmet Akif
معمار سینان,Mimar Sinan
شهر جدید,Yenişehir
75.سال منطقه,75.Yıl Mahallesi
فوزی چاکمک,Fevzi Çakmak
کوچوکچکمچه,Küçükçekmece
دربان,Odabaşı
آتاکم,Atakum
تپه باشی,Tepebaşı
غازیانتپ,Gaziantep
موگلا,Muğla
اسپارتا,Isparta
تربالی,Torbalı
کاراکوپرو,Karaköprü
توزلوگل,Tuzlugöl
مهمت آکیف,Mehmet Akif
قهرمان مراس,Kahramanmaraş
مزیتلی,Mezitli
آتاکم,Atakum
فوزی چاکمک,Fevzi Çakmak
ایوپسلطان,Eyüpsultan
اسکندرون,İskenderun
آتاکم,Atakum
تپه باشی,Tepebaşı
مالاتیا,Malatya
یونس امره,Yunusemre
قونیه,Konya
کارامان,Karaman
غازیانتپ,Gaziantep
کیسه,Torba
اسپارتا,Isparta
پرچم گذاری شده است,Bayraklı
کاراکوپرو,Karaköprü
ناحیه شیخ شمیل,Şeyh Şamil Mahallesi
مهمت آکیف,Mehmet Akif
کاگیلهان,Çağılhan
منطقه Kiremithane,Kiremithane Mahallesi
فوزی چاکمک,Fevzi Çakmak
گیرسون,Giresun
کوچوکچکمچه,Küçükçekmece
اسکندرون,İskenderun
آتاکم,Atakum
تپه باشی,Tepebaşı
مالاتیا,Malatya
یونس امره,Yunusemre
قونیه,Konya
یونسکنت,Yunuskent
غازیانتپ,Gaziantep
زیر زمین,Bodrum
اسپارتا,Isparta
پیچ و خم,Menderes
سانلیورفا,Şanlıurfa
منطقه Danişmentgazi,Danişmentgazi Mahallesi
مهمت آکیف,Mehmet Akif
معمار سینان,Mimar Sinan
مورد سبز,Mersin
تقسیم شده,Bolu
فوزی چاکمک,Fevzi Çakmak
آتاسهیر,Ataşehir
اسکندرون,İskenderun
آتاکم,Atakum
تپه باشی,Tepebaşı
مالاتیا,Malatya
یونس امره,Yunusemre
قونیه,Konya
کارامان,Karaman
محله آکنت,Akkent Mahallesi
موگلا,Muğla
اسپارتا,Isparta
بورنوا,Bornova
